Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-10-02,81.55000305175781,87.61900329589844,81.55000305175781,83.52999877929688,83.52999877929688,2771300,U,1.1740692102000978,1.6589250490754668,1.210583074635994,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-05,85.83000183105469,85.8489990234375,82.30000305175781,84.0,84.0,1260500,U,1.2672618684314547,1.7404761541457403,1.2133333115350635,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-06,84.61000061035156,84.76000213623047,82.70999908447266,82.79000091552734,82.79000091552734,1014400,U,1.3378427456383484,1.7092643186611634,1.216813585574869,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-07,84.04000091552734,89.5,83.75800323486328,88.6500015258789,88.6500015258789,1767800,U,1.3423575629072184,1.6580936600464062,1.104681315505537,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-08,91.19000244140624,93.5,88.80000305175781,91.4000015258789,91.4000015258789,1892900,U,1.1252734874955144,1.6535011199099563,1.0656455131272746,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-09,92.8499984741211,100.41999816894533,92.6999969482422,99.11000061035156,99.11000061035156,2587700,U,1.005549420324596,1.5176067272307108,1.0238119321543528,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-12,100.12999725341795,101.0,89.80000305175781,90.0,90.0,3868000,U,1.173111131456163,1.6512222290039062,1.1322222391764325,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-13,92.3499984741211,94.77999877929688,91.0,92.11000061035156,92.11000061035156,2000700,U,1.10454887840198,1.5730105138373576,1.112908494810173,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-14,93.5199966430664,96.0999984741211,89.19999694824219,90.0199966430664,90.0199966430664,2196100,U,1.2749389127188588,1.6357476726404834,1.1621862546985573,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-15,88.19999694824219,93.38999938964844,87.0,91.43000030517578,91.43000030517578,1362700,U,1.2196215877067866,1.607349953224794,1.1375916196988414,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-16,92.19000244140624,93.5999984741211,90.87799835205078,92.55999755859376,92.55999755859376,958600,U,1.2753890035166429,1.6641097973429655,1.1385047540295004,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-19,94.0,95.4000015258789,88.20999908447266,89.30000305175781,89.30000305175781,1669100,U,1.2879059149591665,1.6968644300210256,1.1559910395199209,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-20,89.83000183105469,90.62000274658205,86.0999984741211,87.1500015258789,87.1500015258789,1224800,U,1.3345954735761638,1.714859372708829,1.1655765926853234,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-21,87.2699966430664,91.2699966430664,87.2699966430664,91.0,91.0,1270200,U,1.3494505829863497,1.7127472594544129,1.063956040602464,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-22,90.81999969482422,101.0,88.27999877929688,100.95999908447266,100.95999908447266,4738100,U,1.2816956722455608,1.5271394024754272,0.9357171362656276,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-23,101.0,103.97000122070312,93.0,97.27999877929688,97.27999877929688,3246200,U,1.3264802107871232,1.540090555141983,0.9457236960777948,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-26,98.0,103.48999786376952,91.62999725341795,99.95999908447266,99.95999908447266,2933300,U,1.3751501397844612,1.5299119055267851,0.8835534264079786,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-27,100.0,108.3499984741211,95.5,104.0,104.0,5984300,U,1.4194230299729569,1.4230769230769231,0.8598076747013972,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-28,100.0,102.0,96.1999969482422,99.76000213623048,99.76000213623048,2391500,U,1.5234562196580337,1.4868684708777158,0.8177626311560268,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-29,101.79000091552734,109.27999877929688,98.5,108.83999633789062,108.83999633789062,2805300,U,1.352719594646694,1.3764241326645483,0.776736528482373,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-10-30,105.80999755859376,107.3000030517578,92.22000122070312,94.87999725341795,94.87999725341795,5100700,U,1.4866147463624282,1.3558179080260704,0.8878583505727797,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-02,96.66999816894533,98.69000244140624,93.37100219726562,94.12999725341795,94.12999725341795,2514500,U,1.547540660994292,1.3267821420775996,0.8595559972692068,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-03,96.0,99.5,94.5999984741211,98.06999969482422,98.06999969482422,2161600,U,1.5391047508015063,1.3051901743480414,0.8920159440109642,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-04,101.80999755859376,106.87999725341795,100.5,106.4499969482422,106.4499969482422,2788900,U,1.4627525709519376,1.199154581356583,0.8132456756848572,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-05,110.0,112.79000091552734,107.2300033569336,110.76000213623048,110.76000213623048,2106600,U,1.510021639348553,1.1320873688267326,0.8088659679484154,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-06,110.5,119.87999725341795,108.1500015258789,119.0,119.0,1727700,U,1.2773109243697478,1.05941176214138,0.7425210135323661,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-09,116.87999725341795,117.02999877929688,102.41000366210938,102.8499984741211,102.8499984741211,3158700,U,1.537967866043111,1.219348619569156,0.8755469556415795,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-10,106.05999755859376,106.19000244140624,98.0,99.66000366210938,99.66000366210938,2447100,U,1.5302026329142142,1.219145048518538,0.9386915474028364,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-11,102.76000213623048,106.5,101.52999877929688,105.58000183105467,105.58000183105467,1663700,U,1.3896571194938905,1.1211403740643373,0.9125781095201808,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-12,105.0,106.53199768066406,99.50499725341795,101.73999786376952,101.73999786376952,2937000,U,1.4210733719952324,1.1932377046875335,0.9365048238636428,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-13,100.0,116.86000061035156,100.0,114.7699966430664,114.7699966430664,4769700,U,1.2781215189681563,1.0060120454961077,0.8385466644481571,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
2020-11-16,109.0,112.5,105.37000274658205,111.51000213623048,111.51000213623048,4675000,U,1.356559962106862,0.9919289614506562,0.8591157852792437,62034000.0,226173000.0,368949000.0,-292648000.0,,259359000.0,762860000.0,1000.0,9418000.0,-515190000.0,32421000.0,218305000.0,-3632000.0,36128000.0,129959000.0,336528000.0,-3632000.0,78976000.0,367417000.0,-572987000.0,,204898000.0,10706000.0,-481809000.0,27058000.0,-219541000.0,161472000.0,28724000.0,472013000.0,-163190000.0,-126177000.0,-286375000.0,-172000.0,-67936000.0,31113000.0,-49420000.0,-370000.0,44613000.0,-27035000.0
